contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard
2930037,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1553067,12,0,0,0,031-833-5299,,연중무휴,감자심기 / 오이따기 / 땅콩캐기,,,,푸르내마을 고객센터 09:00~18:00,가능,없음,,불가
2922665,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3540778,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4010642,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4010306,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
612796,12,0,0,0,031-907-6080,,업체별 상이함,,,,,업체별 상이함,가능,없음,,없음
2799593,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2891470,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2916081,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2911531,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2766592,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1910439,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
633769,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4011057,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3449948,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2925027,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
129196,12,0,0,0,031-946-6353,,연중무휴,,,,,10:00~22:00,가능,,,
2927040,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3386148,12,0,0,0,070-8830-9006,,연중무휴,,,,,10:00~19:00,가능,,,
2814157,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2931830,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4025032,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4012030,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2735149,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2831158,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2852970,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3307499,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3306417,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3046415,12,0,0,0,0507-1392-6150,,"매달 둘째 주, 넷째 주 수요일 <br>※ 공휴일 정상영업",,,,,,,,,
133627,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2735300,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2762918,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2705419,12,0,0,0,010-8569-7857,,연중무휴,,,,,07:30~22:30,가능,없음,,없음
2772246,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2773735,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
922013,12,0,0,0,고양특례시청 복지정책과 보훈지원부서 031-8075-3248,,연중무휴,,,,,상시 개방,가능,,,
2764311,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2910715,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4025352,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2979824,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4054301,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
686187,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1206682,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
686247,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
397690,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2872825,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2862046,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2773766,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3014000,28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
433042,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2539348,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4025097,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2549836,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2554262,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2569495,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3046380,12,0,0,0,임진각 관광안내소 031-953-4744,,연중무휴,,,,,상시 개방,가능,,,
2569472,12,0,0,0,031-839-7946,,법정공휴일 (사전 신청 시 공휴일도 운영 가능),통일미래체험 / 통일탐사단 / 도전! 통일골든벨,,,,,가능,없음,,없음
3085198,12,0,0,0,010-6698-5442,,매주 월요일,딸기 체험 / 딸기잼 체험 / 딸기 아이스크림 체험 등,,,,10:00~16:00,가능,,,
2872837,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2914915,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2830367,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2855009,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2863041,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3102079,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2877125,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2855047,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2875302,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2873866,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3400676,12,0,0,0,031-538-4042,,"연중무휴 (※ 단, 기상상황 악화시 출렁다리 폐쇄)",,,,,09:00~18:00 (입장 마감 17:00),가능,,,
125520,12,0,0,0,031-833-0030,,매월 정기 점검일 / 설·추석 연휴,,,,,"- 숙박시설 14:00~11:00<br>
- 야영장 13:00~11:00",가능,,,가능
2633913,12,0,0,0,031-538-3030,2019년 4월 18일,"매주 화요일 (단, 화요일이 공휴일인 경우에는 다음날 휴관) / 1월 1일 / 설·추석 당일",,,,,09:30~18:00 (입장 마감 17:00),가능,,,
2638585,28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3547798,12,0,0,0,031-830-4243,,매주 월~금요일 / 공휴일 / 명절,갤러리 체험,,60명,,"토, 일요일 10:00~17:00 (혹서기 및 혹한기 미운영)",일반주차장: 26대 / 장애인주차장: 8대,,,
2873852,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2753854,12,0,0,0,031-833-0514,2008-05-03,"매주 토요일, 일요일 / 법정공휴일",,,,,10:00~14:00※ 자세한 사항은 홈페이지 참조 요망,가능,없음,,
130959,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1160010,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
136520,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2932692,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1203580,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2853623,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2830229,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2852992,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
128356,12,0,0,0,031-952-9127,,연중무휴,고구마심기 / 철새관찰 / 옥수수따기 / 새끼고기 / 메주만들기 등,,,,민간인 출입이 제한되어 있어 사전 예약필수 및 신분증 지참,가능,없음,,
2866011,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2845849,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2875339,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3011195,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3307639,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2865094,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2862022,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3330180,12,0,0,0,0507-1457-0938,,연중무휴,,,,,10:00~21:00 (휴게시간 13:00~14:00),가능,,,
2872849,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2962354,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
759866,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2875873,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125562,12,0,0,0,고양시 관광과 031-8075-4642,,"매주 월요일 (단, 월요일이 공휴일인 경우 그 다음 평일 휴관)",,,,,"[하절기(3월~10월)] 09:00~18:00 (입장 마감 17:00)<br>
[동절기(11월~2월)] 09:00~17:00 (입장 마감 16:00)",가능,,,
2661736,12,0,0,0,덕양공원관리과 031-8075-4319,,연중무휴,,,,,상시 개방,가능,,,
3091202,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2872895,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2855711,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
615822,12,0,0,0,고양관광정보센터 0507-1377-8396,,업체별 상이함,,,,,업체별 상이함,가능,없음,,없음
250394,12,0,0,0,031-909-9000,,사전 예약 후 방문,,,,,※ 자세한 사항은 전화문의 요망,가능,,,
612790,12,0,0,0,고양관광정보센터  0507-1377-8396,,업체별 상이함,,,,,업체별 상이함,가능,,,
2939588,12,0,0,0,,,,,,,,,,,,
2855065,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2569457,12,0,0,0,031-833-5100,,연중무휴,,,,,09:00~18:00,가능,,,
127695,12,0,0,0,031-535-6494,1998-10-03,"매주 수요일※ 공휴일, 설·추석 연휴 운영",허브차 시음 / 허브비누 만들기 체험 / 승마체험 등,6세 이상,,,- 평일 10:00~21:00- 토요일 10:00~22:00- 일요일 10:00~21:00※ 각 매장 별로 오픈시간과 휴무일이 상이하므로 이용 시 홈페이지 확인 요망,가능 (약 소형 1000대 / 대형 30대 이상),,,
750105,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2603467,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
128168,12,0,0,0,031-946-8551,,※ 시설 별 상이하므로 전화문의 요망,,,,,※ 시설 별 상이하므로 전화문의 요망,가능,,,
735890,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3012679,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3021180,12,0,0,0,0507-1410-8015,,매주 월요일~금요일,팜크닉 / 밤 줍기 / 배따기 / 모닥불 불멍 등,,,,10:00~20:00※ 평일에는 단체 사전 예약으로만 운영함으로 자세한 사항은 홈페이지 참조 및 전화 문의 요망,가능,,,
3032506,12,0,0,0,파주시청 산림정원과 031-940-4611,,연중무휴,,,,,상시 개방,가능,,,
2782872,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2654543,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
736105,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2671726,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3306181,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2927053,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2907556,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2923103,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2914167,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3305441,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2660801,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1200848,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2911512,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2705595,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125538,12,0,0,0,031-585-0707,,연중무휴,,,,,06:00~19:00,가능,,,
125473,12,0,0,0,가평군청 산림휴양팀 031-580-2486,,연중무휴,,,,,상시 개방,가능,,,
1216533,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2853011,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
603727,12,0,0,0,호명호수 관광안내소 031-580-2062,,※ 버스시간표 확인 요망,,,,,※ 버스시간표 확인 요망,가능,,,
2855088,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2891464,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2831551,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2830359,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3083171,12,0,0,0,,,연중무휴,,,,,상시 개방,가능,,,
1073480,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1284213,12,0,0,0,가평군청 복지기획팀 031-580-2212,,연중무휴,,,,,상시 개방,가능,,,
2700199,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2856362,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3018716,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3079824,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3091322,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2853370,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2903729,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2931787,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2930644,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2931339,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2855117,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2844389,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2867369,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2862047,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2876580,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
780768,12,0,0,0,화도푸른물센터 031-560-1577,,매주 월요일,,,,,09:00~18:00,가능,,,
792915,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2872886,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125557,12,0,0,0,031-538-2069,,,,,,,,,없음,,없음
127657,12,0,0,0,파주시청 문화예술과 031-940-5831,,연중무휴,,,,,상시 개방,가능,,,
2767431,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3083161,12,0,0,0,,,연중무휴,,,,,상시 개방,,,,
125477,12,0,0,0,가평역 관광안내소 031-582-8830,,연중무휴,,,,,상시 개방,,,,
4010459,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
128729,12,0,0,0,포천 한탄강지질공원 031-538-3030,,연중무휴,,,,,09:00~18:00,가능,없음,,
2773746,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2613649,12,0,0,0,고양관광정보센터 031-905-8396,,연중무휴,,,,,상시 개방,불가능,,,
2875362,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3022743,12,0,0,0,고양시청 푸른도시사업소 031-8075-4319,,연중무휴,,,,,상시 개방,불가능,,,
3078069,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
750126,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3012119,12,0,0,0,공원관리과 031-590-5354,,연중무휴,,,,,상시 개방,가능,,,
4002840,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2832417,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2744398,12,0,0,0,031-957-3369,,"매주 목요일(단, 공휴일인 경우 정상 운영)",,,80명,,11:00~21:00,가능,없음,불가,
2836023,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2855472,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1207462,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
919605,12,0,0,0,파주시청 문화예술과 031-940-5830~1,,연중무휴,,,,,상시 개방,가능,,,
127680,12,0,0,0,031-954-2170,,"매주 월요일 (단, 월요일이 공휴일인 경우 그 다음날 휴무)",,,,,"- 하절기(3월~10월) 09:00~18:00 (입장마감 17:30)<br>
- 동절기(11월~2월) 09:00~17:00 (입장마감 16:30)",가능,,,
2902599,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
488093,12,0,0,0,031-873-3391,,연중무휴,,,,,상시 개방,가능,,,
2859730,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2027213,12,0,0,0,031-866-0355,,연중무휴,템플스테이,,,,09:00~17:00 (휴게시간 12:00~13:00),가능,,,
2854077,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2872878,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2872862,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2872861,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3415216,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2931504,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2929735,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2731174,12,0,0,0,031-845-1111,,,,,,,- 글램핑 / 펜션 15:00~11:00-<BR>- 오토캠핑장 13:00~12:30,,없음,,
128871,12,0,0,0,02-381-7970,,연중무휴,템플스테이,,,,상시 개방,가능,,,
125528,12,0,0,0,031-527-9557,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),불가,,없음
129660,12,0,0,0,0507-1428-7363,,연중무휴,,,,,상시 개방,가능,,,
3018177,28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2853030,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2875397,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2717423,12,0,0,0,010-9890-1046,,,"[오감치유 프로그램]<br>
- 1박2일 오감치유 프로그램 150,000원<br>
- 하루 오감치유 프로그램(5~6시간) 70,000원<br>
- 틈새 오감치유 프로그램(2~3시간) 50,000원<br>
[농장체험 프로그램]<br>
- 아로마 블렌딩밤 만들기 30,000원<br>
- 바디크림 만들기 30,000원<br>
- 돌비누 만들기 15,000원<br>
- 포천 구절초 염색체험 30,000원<br>
- 스머지스틱 만들기 30,000원<br>
- 꽃식초 만들기 30,000원<br>
-  비건피자&피클만들기 30,000원 등<br>
※ 상세 내용은 홈페이지 참조 및 유선 문의",,,,10:00~18:00 (사전 예약제),가능,,,
2849883,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2783668,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2847394,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2873260,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2867829,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
127408,12,0,0,0,031-839-2061,,매주 화요일,,,,,10:00~16:00 (입장 제외 12:00~13:00),불가능,없음,,없음
2852775,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2868562,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131556,28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3372317,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2515174,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3345603,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3367339,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3551014,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2360200,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1693879,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2952027,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3488421,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2812160,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2875385,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2850237,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
130570,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2930583,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4012020,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2924019,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4026349,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4011924,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2931349,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2925617,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2913710,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2915343,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2911938,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2914894,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2852365,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2814518,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2831210,12,0,0,0,0507-1425-1396,,매주 월요일,,,,,10:00~18:00(매표마감 17:00),가능,,,
4033475,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2855817,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2453779,12,0,0,0,1588-1580,,공휴일 / EBS 자체 휴무일,견학(스튜디오 투어),6세 이상,15명,,[견학(스튜디오 투어)]- 매주 화요일 14:00~16:00,가능,없음,없음,
2618398,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
724863,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3306963,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4010478,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2930882,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3306023,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4010634,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4010539,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2907182,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
