contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2752045,28,가평 사과나무 캠핑장,20210930234246,20250411184618,,,"<a href=""http://cafe.naver.com/appletreecamping/"" target=""_blank"" title=""새창 :  가평 사과나무 캠핑장 사이트로 이동"">http://cafe.naver.com/appletreecamping/</a>",http://tong.visitkorea.or.kr/cms/resource/69/2752069_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2752069_image3_1.JPG,Type3,31,1,41,820,AC,AC05,AC050100,A03,A0302,A03021700,경기도 가평군 상면 한사간길 85-107,,12445,127.3584688745,37.7895490907,6,"서울에서 가까운 경기도 가평군 상면에 위치한 사과나무 캠핑장은 숲이 우거진 작은 동산을 계단식으로 구축한 캠핑장으로, 가족 단위나 2~3팀이 머무르며 청량감을 느끼기에 더없이 좋다.  이곳은 펜션을 지으려던 개인 소유의 동산을 캠핑장으로 조성해 전망이 좋고, 사이트 끝 쪽에 나무 데크를 설치해서 사이트를 편안하게 구축할 수 있다는 장점을 가지고 있다. 1층에  5~6개 정도 사이트를 구축할 수 있고, 2층엔 사무실과 공용 시설이 있는 관리동이 있는데 이곳 역시 나무 데크가 설치되어 있다. 특히 2층 나무 데크 난간에서 아래로 펼쳐지는 전망이 좋아 포토존으로 제격이다.  3층 중앙에는 어린이들을 위한 트램펄린이 설치되어 있고, 최상층 과수원에 오르면 ‘밤나무’라고 부르는 사이트가 나온다.  이곳은 가족들과 함께 혹은 혼자서도 여유로움을 즐길 수 있는 최적의 장소이다. 또한 이곳에는 사과나무, 포도나무 등의 유실수와 함께 계절의 정취를 느낄 수 있는 산책로가 조성되어 있다. 뿐만 아니라 가을에는 들꽃이 지천으로 피어 계절의 정취를 더해 준다. 매점은 따로 없지만 장작은 판매한다."
630461,12,가평 아홉마지기마을,20081001023346,20250315122025,,,"<a href=""http://www.9majigi.kr/""target=""_blank"" title=""새창: 아홉마지기마을 "">http://www.9majigi.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/21/3346921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3346921_image3_1.jpg,Type3,31,1,41,820,EX,EX03,EX030100,A02,A0203,A02030100,경기도 가평군 가평읍 용추로 238,,12408,127.4877442849,37.8475697154,6,"아홉마지기마을은 가평 팔경 중 제  3경인 용추구곡이 있는 곳이다. 해발 1,068m의 연인산을 발원지로 형성된 용추구곡은 용이 하늘로 날아오르며 아홉 굽이의 그림 같은 경치를 수놓았다는 데서 유래되었으며, 자연 친화적인 체험으로 자연을 통한 건강한 경험을 해볼 수 있는 곳이다. 건강미 넘치는 마을로 가평 여행지 및 관광지에 가까운 거리에 있어 입지 조건이 좋다. 가평의 아름다운 자연을 벗 삼아 다양한 체험도 운영하고 있어 행복한 웃음과 추억을 만들 수 있다."
129285,12,가평 연인산마을,20061031090000,20250409135746,,,"<a href=""http://xn--hz2b99jgxe6obmh.com/"" target=""_blank"" title=""새창 : 연인산마을 사이트로 이동"">http://연인산마을.com/</a>",http://tong.visitkorea.or.kr/cms/resource/82/3475682_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3475682_image3_1.JPG,Type3,31,1,41,820,EX,EX03,EX030100,A02,A0203,A02030100,경기도 가평군 북면 백둔로 417-11,,12406,127.4626644345,37.9014296489,6,"가평 연인산 마을은 물 맑고 공기 깨끗한 가평에 위치한 청정지역으로 명지산 깊은 산자락에 자리 잡고 있는 마을이며 백둔 계곡은 맑고 깨끗하여 사계절 즐겨 찾는 휴양지로 유명한 곳이다. 잔디구장은 물론 운동시설과 휴식공간이 잘 마련되어 있고 농사체험장 등 자연학습과 더불어 산촌의 정취를 만끽하기에 충분하다. 계절 체험, 요리 만들기 체험, 쉼체험, 만들기 체험 등의 프로그램이 준비되어 있다. 계절 체험 중 퐁당 자연놀이는 여름에 계곡에서의 물놀이와 자연놀이를 함께 즐기는 체험이다. 자연놀이는 산책하며 들에 핀 꽃과 풀, 맑은 계곡엔 어떤 것들 있는지 알아보고 산, 들의 산촌 풍경과 자연을 감상하며 자연에서 얻은 다양한 재료(꽃, 나뭇잎, 조약돌 등)를 이용해서 놀이를 하는 체험이다. 사과 따기 체험은 늦여름부터 늦가을까지 수확을 할 수 있어 이 시기에 직접 따보고 딴 사과를 가져가는 체험이다. 또한 쉼 체험에서는 숙박체험과 캠핑 체험을 할 수 있다. 다양한 체험 중에서 자기에게 맞는 체험을 해보며 쉬면서 여러 가지를 배우고 느낄 수 있는 곳이다."
1200950,12,가평 연하리향나무,20110210213947,20251023143000,,,"<a href=""https://www.gptour.go.kr/tour/tour_view.jsp?menu=tour&submenu=main&paramidx=TL0000045"" target=""_blank"" title=""새창 : 가평군 문화관광 홈페이지로 이동"">https://www.gptour.go.kr/tour</a>",http://tong.visitkorea.or.kr/cms/resource/41/3549541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3549541_image3_1.jpg,Type3,31,1,41,820,NA,NA03,NA030200,A01,A0102,A01020100,경기도 가평군 상면 연하리,226,12444,127.3482167670,37.7986533985,6,"가평군 이천보 고가 내에 위치한 향나무이다. 조선 영조 때 영의정을 지낸 이천보의 선조가 심은 것으로 알려져 있다. 향나무는 사계절 푸른 상록성으로 잎이 침형인 키 큰 교목으로 우리나라 전역에 잘 자랄 수 있다. 정화한다는 의미를 내포하고 있기 때문에 예로부터 절간, 묘지 등 신성한 곳에 많이 심겨 왔다. 장소에 크게 구애받지 않아 건물 주변의 잔디밭에 심거나 가로수로 심고 있으며, 가지가 곧게 또는 구부러지는 모양새를 하고 있어 정원수나 생울타리로 이용하고 있고 분재용으로도 널리 쓰이고 있다. 
가평 연하리 향나무는 높이 13m, 수관폭 12m의 우람한 품격을 지니고 있다. 수령은 약 300년 정도로 추정된다. 이천보 고가 대문이 잠겨있는 경우가 많아 담장 너머로 봐야 한다."
129407,12,가평 영양잣마을,20061213090000,20250318190819,,,"<a href=""https://koreanut.co.kr/shopinfo/exp_introduce.html"" target=""_blank"" title=""가평축령산잣영농조합 사이트로 이동"">www.koreanut.co.kr</a>",http://tong.visitkorea.or.kr/cms/resource/27/3386227_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/3386227_image3_1.JPG,Type3,31,1,41,820,EX,EX03,EX030300,A02,A0203,A02030100,경기도 가평군 상면 축령로 70,,12448,127.3645382139,37.7741593259,6,"가평의 특산품 잣은 이조시대 임금님께 진상되었으며, 예전부터 가평의 특산품으로 널리 알려져 있다. 가평영양잣마을은 행정구역상 가평군 상면 행현1리로 조종천의 서쪽에 위치하고 있으며 주변에 자연생태환경이 잘 보전되어있고 아침고요수목원과 수목원 주변에 먹거리, 볼거리, 자연체험거리가 풍부하고 서울 및 수도권에서 국도 46번과 47번을 이용하여 도시민의 마을 진입 여건이 편리한 입지여건을 갖추고 있다."
132785,38,가평 잣고을 전통시장,20070508090000,20250722104930,,,,http://tong.visitkorea.or.kr/cms/resource/91/3510791_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3510791_image3_1.jpg,Type3,31,1,41,820,SH,SH06,SH060200,A04,A0401,A04010200,경기도 가평군 가평읍 장터2길 10,,12419,127.5147006795,37.8299194893,6,"가평 잣고을 전통시장은 보납산 앞 개천 변에 상인들이 모이면서 1923년 7월 28일에 개장했으며, 경기도 북부에서 가장 오래된 전통시장이다. 2015년 전통시장으로 등록하고 상인대학을 운영, 플리마켓을 비롯한 공동 마케팅 사업, 주말 야시장 운영 등을 통해 시장 활성화에 힘쓰고 있다. 2020년에는 자라섬과 가평 레일바이크, 가평 잣고을 시장으로 운영되는 전기자동차 ‘잣고을 흥뻐스’를 운행하고 있다.
주차장 앞에는 잣고을 청춘 팔팔 열차라는 푸드박스 몰이 열차 칸처럼 연이어 있고 시장엔 아기자기 소담스러운 물품들이 진열되어 있다. 직접 만든 된장, 청국장, 메주 등을 판매하고 있고, 가평에서 키운 각종 채소와 과일, 건어물과 생선, 반찬, 젓갈류도 있다. 또한, 튀김, 떡볶이, 어묵, 순대 등의 분식류와 뻥튀기, 도넛, 꽈배기 등 시장에서 맛봐야 할 먹거리가 가득하다. 이외에도 의류 및 다양한 잡화도 판매하고 있고, 가평은 봄나물이 유명하니 봄에 시장에 가보면 맛있는 산나물을 만날 수 있다. 
2022년 12월에는 이곳 시장에 창업경제타운을 완공하여 30여 개의 신규 창업점포를 입주시켜 가평군 내에 창업 붐을 일으키고 있다. 타운 내 1층 식당가는 맛집으로 소문나 있고, 2층에는 노브랜드 매장이 입점해 있다."
1979670,32,가평 하이랜드,20141226184946,20251126143720,,,"<a href=""http://www.gphiland.com"" target=""_blank"" title=""새창 : 가평하이랜드 홈페이지로 이동"">http://www.gphiland.com</a>",http://tong.visitkorea.or.kr/cms/resource/99/3574099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3574099_image3_1.jpg,Type3,31,1,41,820,AC,AC04,AC040100,B02,B0201,B02010900,경기도 가평군 북면 가화로 2369-19,,12401,127.4766560979,37.9525433965,6,"가평 하이랜드는 맑은 물과 청정자연을 자랑하고 있는 가평군에서도 가장 자연경관이 수려한 명지산 자락에 위치해 있다. 하이랜드 앞에는 계곡이 흐르고 있으며, 호텔과 펜션, 카페, 강당(세미나실), 족구장 등을 갖추고 있다. 
가평 하이랜드는 가족, 연인, 단체 연수 장소로도 많이 이용하고 있다. 도심 속에서 벗어나 맑은 공기와 자연경관 속에서 최고의 맛을 즐길 수 있는 바비큐는 또 하나의 특별한 추억으로 남을 것이다."
132786,38,가평 현리5일장,20070508090000,20260323095249,,,,https://tong.visitkorea.or.kr/cms/resource/70/3522870_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/3522870_image3_1.jpg,Type3,,,41,820,SH,SH06,SH060100,,,,경기도 가평군 조종면 현창로44번길 14,,12437,127.348978957159,37.8196545786134,6,"가평 현리 5일장은 가평군 조종면에 위치한 전통 5일장으로, 매달 4일과 9일에 장이 열린다. 1966년 개장하여 현재까지 이어오고 있으며 현지 주민들이 이용하는 소규모 시장이다. 장터 부지가 협소하여 조총 초등학교 근처에 위치한 중앙상가 골목과 도로변에서 노점과 좌판 판매가 이루어지고 있다. 이곳에서는 주로 수산물, 농산물, 가공식품, 생필품, 의류 등 다양한 상품을 판매하고 있다. 장날에는 뻥튀기 소리와 함께 고소한 참기름 냄새가 사방을 뒤덮고 왁자지껄 흥정하고 안부를 묻는 소리로 시끄러워진다. 시골장터답게 농기구를 판매하고 손질해 주는 곳도 있고 직접 재배한 채소와 과일은 물론, 맛있는 도넛과 꽈배기를 판매하는 곳도 있다. 모자와 바지, 티셔츠, 원피스 등으로도 자연스럽게 눈이 가는 곳이다. 집에서 만든 여러 종류의 장아찌와 반찬, 모종과 꽃 화분 등도 찾아볼 수 있다. 지치고 힘들어 재미없는 시간의 연속이라면 활기찬 5일장을 찾아가 보면 좋을 것이다."
1104176,12,가평 현충탑,20101006023757,20250318191023,,,"<a href=""https://www.gptour.go.kr/tour/tour_view.jsp?menu=tour&submenu=main&paramidx=TL0000021"" target=""_blank"" title=""새창: 가평 문화관광 홈페이지로 이동"">http://www.gptour.go.kr</a>",http://tong.visitkorea.or.kr/cms/resource/18/3386018_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/3386018_image3_1.JPG,Type3,31,1,41,820,HS,HS02,HS020100,A02,A0205,A02050200,경기도 가평군 가평읍 호반로 2540,,12422,127.5157483134,37.8126354086,6,"경기도 가평군 가평읍 달전리에 있는 현충탑은 나라를 위해 싸우다가 단 하나뿐인 목숨을 조국의 재단에 바친 이 고장 출신 전몰용사 681위와 순직 경찰관 33위의 숭고한 희생정신을 계승하기 위하여 세운 것으로 탑은 가로 5.8m, 세로 4.1m, 높이 8m이며 탑의 높이와 분향대로 오르는 8계단은 8개 읍면을 상징하고 백색의 화강암 탑신은 평화를 사랑하는 군민의 순결한 마음을 나타내며 중앙의 청동제 불꽃은 탑에 새겨진 젊은 연령 714위의 꺼질 줄 모르는 조국애를 상징하고 있다. 탑 뒤 편의 현충비는 1959년 7월 평창읍 하리 34번지에 세웠던 것을 이 현충탑을 세우면서 이곳으로 옮겨진 것이다."
2747505,28,가평 황정민키즈글램핑,20210923191833,20250411181110,,,"<a href=""http://hjmglamping.com//"" target=""_blank"" title=""새창 : 가평 황정민키즈글램핑 사이트로 이동"">http://hjmglamping.com//</a>",http://tong.visitkorea.or.kr/cms/resource/69/2797269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2797269_image3_1.jpg,Type3,31,1,41,820,AC,AC05,AC050400,A03,A0302,A03021700,경기도 가평군 조종면 명지산로 523,,12431,127.3845295262,37.9141267293,6,"가평 황정민키즈글램핑은 경기도 가평에 위치하고 있다. 캠핑장 주변으로 운악산, 명지산 등 등산로가 있어 산책과 등산을 즐길 수 있고 깨끗한 계곡이 좌우로 흘러 물놀이하기에도 좋다. 아이들을 위한 놀이 시설과 다양한 이벤트가 진행되고 있어 즐거움이 가득한 캠핑장이다. 쾌적한 캠핑을 위해 같은 일행끼리 3 객실 이상 예약하는 것은 불가하며 반려견 동반은 불가하다. 인근에 아침 고요 수목원과 현등사, 코스모피아 천문대가 있어 연계 관광 하기에도 좋다."
3490945,15,가평군 반려동물 문화행사 활짝펫,20250514164453,20250528105729,070-8233-0333,가평군,,http://tong.visitkorea.or.kr/cms/resource/17/3493917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3493917_image3_1.jpg,Type3,31,1,41,820,EV,EV01,EV010600,A02,A0207,A02070200,경기도 가평군 가평읍 자라섬로 60,,12421,127.5208753809,37.8209234278,6,"‘활짝펫’은 2025년 가평군에서 개최되는 반려동물 동반 산책형 문화행사이다. 반려견과 보호자가 함께하는 오프리쉬존, 펫게임존, 산책 프로그램, 행동교육, 체험 마켓 등으로 구성되어 있으며, 반려동물의 사회성과 보호자의 양육문화를 함께 향상시키는 지역 축제이다."
3077222,12,가평군어린이음악놀이터,20231024103926,20260319162647,,,가평군청 https://www.gp.go.kr,https://tong.visitkorea.or.kr/cms/resource/10/3520210_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/3520210_image3_1.jpg,Type1,,,41,820,EX,EX07,EX070200,,,,경기도 가평군 가평읍 중앙로 10,,12420,127.513257916364,37.8263840497731,6,"가평군어린이음악놀이터는 음악과 함께하는 가평의 놀이공간으로 실내와 실외로 구성되어 있다. 실내놀이터 1층 도전, 감각 플레이존은 챌린지코스와 피라미드 클라이밍을 체험하며 성장해 가는 복합놀이공간, 듣고 보고 만지며 교감하여 소통하는 공간, 아이들의 모험심과 성취감을 길러주는 놀이시설 등으로 이루어져 있다. 실내놀이터 2층 뮤직 플레이존은 다양한 소리를 들어보는 공간, 음악을 쉽고 재미있게 배우는 창작의 공간, 다양한 악기를 연주해 보고 지휘하며 나만의 음악을 만드는 공간 등으로 이루어져 있다. 실외놀이터 아이누리는 모험놀이, 오선지네트, 음악놀이 등의 놀이시설을 설치하여 누구나 즐겁게 즐길 수 있는 공간으로 구성하였다. 이외에도 어른들이 쉴 수 있는 대기 공간과 수유공간도 깔끔하게 준비되어 있어 안전하고 쾌적하게 아이들이 놀 수 있는 재미있는 실내 놀이터이다."
2909594,28,가평글램핑 사그막끝마을,20221116102705,20250108151106,,,"<a href=""https://caravanpark.kr/product/view?pension_id=elpark244""_blank"" title=""새창 : 홈페이지로 이동"">https://caravanpark.kr/web/index</a>",http://tong.visitkorea.or.kr/cms/resource/70/2909570_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/2909570_image3_1.JPG,Type3,31,1,41,820,AC,AC05,AC050100,A03,A0302,A03021700,경기도 가평군 가평읍 대곡리,563-2,12416,127.4903197575,37.8234531252,6,"가평 글램핑 사그막 끝마을은 가평의 숲 속에 아기자기한 카라반과 이색적인 돔 글램핑이 있는 감성 캠핑장이다. 국내 유일 노천 사우나가 있고, 개별 야외 바비큐 테라스와 불멍용 화로가 준비되어 있다. 사이트 사이사이에도 조경이 잘 되어 있어서 사진 찍기도 좋다. 캠핑장에 사전 예약하면 맛볼 수 있는 항아리 훈제 삼겹살과 통닭이 별미다. 숙박은 물론 당일치기로도 이용 가능하여, 캠핑 장비가 없이도 가볍게 캠핑 기분을 낼 수 있다. 가평역에서 택시로도 방문 가능하다."
2781442,39,가평냉면 부손 설악본점,20211126185720,20250415164114,,,,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2781694_image2_1.jpg,Type3,31,1,41,820,FD,FD01,FD010100,A05,A0502,A05020100,경기도 가평군 설악면 유명로 1818-13,,12466,127.4727422665,37.6781252532,6,경기 가평군 설악면에 위치한 부손 항아리 막국수집은 평양냉면과 막국수의 중간점을 지향하는 막국수집이다. 평양 온반은 평양 대표 전통 음식이다. 평양식 국밥 한 공기와 1mm로 얇게 저민 편육 그리고 평양식 녹두전과 지단으로 편성된 육수를 뜨겁게 데워 먹는다. 시래기 들기름 막국수는 들기름 향 그윽한 고소한 메밀면과 시래기를 조합한 맛을 느낄 수 있다. 부손 비빔막국수는 맷돌로 제분하여 만드는 순메밀 국수와 잘 숙성된 양념의 조화이다. 평양식 물 막국수는 평양냉면처럼 맑고 육향 진한 육수에 완벽한 식감의 순메밀 면이 어우러져 깔끔한 맛을 낸다. 감자전은 즉석에서 갈아 만든 강원도 전통 감자전이다. 주문 양식에 맞추어 취향을 선택하면 평양냉면을 다양하게 먹을 수 있다.
2774105,39,가평달맞이빵,20211112220012,20250415163904,,,"<a href=""http://coconutz.kr/16895"" target=""_blank"" title=""새창 : 가평달맞이빵 홈페이지로 이동"">http://coconutz.kr/16895</a>",http://tong.visitkorea.or.kr/cms/resource/18/2774118_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/18/2774118_image3_1.jpeg,Type3,31,1,41,820,FD,FD05,FD050100,A05,A0502,A05020900,경기도 가평군 상면 수목원로 123,,12448,127.3644412231,37.7664879947,6,가평달맞이빵은 경기도 가평에 위치하고 있는 빵이 맛있는 카페이다. 아침 고요수목원에서 5분여 거리에 있는 가게로 빵 기능장과 명인이 직접 만들어 내놓는 빵을 맛볼 수 있다. 빵 명장이 운영하는 가게답게 다양하고 많은 종류의 빵들이 준비되어 있으며 널찍한 내부에서 여유롭게 시간을 보낼 수 있다. 많은 사람들이 오고 가는 만큼 주차공간도 넓고 여유로워서 나들이 방문객들이 들리기에도 좋은 여건을 갖추고 있다. 정성이 들어간 다채로운 빵에 비해 부담스럽지 않은 가격 또한 가평달맞이빵을 찾아야 하는 이유로 꼽을 수 있다.
2763770,28,가평레저카트장,20211027231527,20250626135502,,,,http://tong.visitkorea.or.kr/cms/resource/04/2764004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2764004_image2_1.jpg,Type3,31,1,41,820,LS,LS01,LS010300,A03,A0302,A03020600,경기도 가평군 상면 수목원로 40,,12447,127.3704739088,37.7698654898,6,"수도권 근교 온 가족이 함께 탈 수 있는 카트 체험장이다. 카트를 이용하여 10분 정도 시간에 트랙을 돌며 스릴과 모험, 짜릿함을 즐기는 레저 체험 시설이다. 카트를 즐기고 추가로 범퍼카나 사격을 즐길 수도 있다. 카트 체험과 다른 체험을 함께 신청하면 세트 할인 혜택을 받을 수 있다. 안전을 위하여 1인승은 신장 150cm 이상이어야 탑승이 가능하며, 아이 동반 탑승 주행도 가능하다. 2인승은 미성년자만 두 명이 탑승할 수 없고, 반드시 보호자와 동반 탑승하여야 한다. 영유아를 위해 카시트를 구비하고 있다. 가족 나들이뿐 아니라 데이트 코스로도 인기가 있다."
2792265,28,가평무릉도원캠핑장,20211211023540,20260522152453,,,https://mureungdowon.campingt.me/3919,https://tong.visitkorea.or.kr/cms/resource/26/4067326_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/26/4067326_image3_1.jpg,Type3,,,41,820,AC,AC05,AC050100,,,,경기도 가평군 상면 임초밤안골로 207,,12447,127.368072535315,37.7515453659426,6,"가평무릉도원캠핑장은 경기도 가평에 위치한 가족 친화형 캠핑장으로 맑은 계곡과 산으로 둘러싸인 자연 속에서 사계절 아름다운 풍경을 즐길 수 있는 곳이다. 주변은 밤이면 은하수가 보일 정도로 청정한 환경을 자랑하며 산새 소리와 계곡, 폭포 등 자연 속 여유를 느끼기에 좋다. 사이트는 나무 데크와 파쇄석, 오토캠핑 형태로 구성되어 있으며 계곡 바로 앞 사이트도 마련되어 있다. 특히 나무 데크 사이트에는 개별 철제 울타리가 설치되어 있어 보다 프라이빗하게 캠핑을 즐길 수 있다. 개수대와 샤워실, 매점, 어린이 실내 놀이방 등이 마련되어 있으며 놀이방에는 클라이밍 시설도 갖춰져 있어 가족 단위 이용객들에게 인기가 많다. 여름철에는 캠핑장 앞 맑은 계곡에서 물놀이를 즐기기 좋아 피서지로도 적합하다."
130220,14,가평문화예술회관,20060608090000,20251205152825,,,"<a href=""http://www.gpfmc.or.kr"" target=""_blank"" title=""새창 : 가평군시설관리공단 홈페이지로 이동"">http://www.gpfmc.or.kr</a>",http://tong.visitkorea.or.kr/cms/resource/34/1589034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image3_1.jpg,Type3,31,1,41,820,VE,VE06,VE060100,A02,A0206,A02060600,경기도 가평군 가평읍 문화로 131,,12416,127.5085736093,37.8248171919,6,"가평문화예술회관은 가평 지역 주민들과 방문객들에게 다양한 문화 예술 활동을 제공하는 곳이다. 가평문화예술회관은 가평군시설관리공단에서 운영하고 있으며, 지역 문화 발전에 큰 역할을 하고 있다. 주요 시설은 대공연장과 다목적실, 전시실 등이 있다. 각 시설은 대관이 가능하며, 자세한 사항은 홈페이지를 참고하면 된다."
129877,14,가평문화원,20071106103359,20250731155629,,,"<a href=""http://www.gpc.or.kr"" target=""_blank"" title=""새창 : 가평문화원 홈페이지로 이동"">http://www.gpc.or.kr</a>",http://tong.visitkorea.or.kr/cms/resource/94/3475694_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/3475694_image3_1.JPG,Type3,31,1,41,820,VE,VE09,VE090100,A02,A0206,A02060700,경기도 가평군 가평읍 문화로 121,,12416,127.5086764052,37.8239061890,6,가평문화원은 군민과 함께 전통문화를 발굴하고 육성시키며 문화 예술의 기회 제공을 통한 전승 보존을 활성화하고자 설립하였다. 이를 통해 지역 문화에 대한 인식을 새롭게 하고 우리 고유문화를 지속적으로 계승하고 발전시키고자 하는 곳이다. 문화원에서는 문화 예술교육 사업 지원뿐 아니라 다문화 가족에 대한 문화활동을 지원하고 그 밖에 지역 문화 활성화를 위하여 국가 또는 지방자치단체가 위탁하는 사업을 지원하고 있다. 이곳에서 실시하는 프로그램은 평생교육의  의미를 접목시켜 군민들의 여가를 활용하여 진행하며 잠재적 소질을 계발하고 풍요로운 취미생활을 통하여 일상생활에 활력소를 불어 넣어 질 높은 삶을 운영하는 계기를 마련하고자 한다. 또한 가평지역의 다양한 문화행사를 통하여 가평을 알리고 우리 문화를 알리는데 공헌하고 있다. 문화로 따뜻하고 예술로 빛나게 하는 삶을 지향하는 곳이다.
2814152,32,가평미라몬티풀빌라펜션,20220318103837,20250122161537,,,"<a href=""http://miramonti.kr/"" target=""_blank"" title=""새창 : 가평미라몬티풀빌라펜션 홈페이지로 이동"">http://miramonti.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/11/2811411_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2811411_image2_1.jpg,Type3,31,1,41,820,AC,AC03,AC030100,B02,B0201,B02010700,경기도 가평군 가화로 1364-59,,12405,127.5134792182,37.9023138180,6,"경기도 가평군 북면에 위치한 미라몬티풀빌라펜션은 앞뒤로 수려한 산세를 자랑한다. 객실은 독채 펜션 1동과 풀빌라 펜션 3개로, 독채 펜션은 방 5개, 화장실 4개로 최대 30명의 단체 숙박객이 머물 수 있다. 앞마당에 전용 야외수영장이 있고 실내 정글짐도 있다. 풀빌라 펜션은 모두 복층 구조로 미온수의 실내 전용 풀장을 갖췄다. 모든 객실에서 취사가 가능하고 개별 바비큐룸, 스파도 있다. 인근에 남이섬, 쁘띠프랑스 등이 있다."
3512952,12,가평베고니아새정원,20250724180807,20260311100340,,,https://www.begoniabirdpark.com/,https://tong.visitkorea.or.kr/cms/resource/73/3512773_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/3512773_image3_1.jpg,Type3,,,41,820,NA,NA04,NA040700,,,,경기도 가평군 설악면 미사리로270번길 28,,12461,127.524729907459,37.6846531640473,6,"경기도 가평의 맑은 공기와 자연 속, 베고니아새정원은 약 2만㎡ 규모의 실내·외 정원과 희귀 조류, 교감 체험, 사계절 꽃이 어우러진 복합 문화체험 공간이다. 희귀한 새들과 꽃들이 어우러지는 온실 그린하우스에는 플라워존, 인피니티존, 버드존이 있으며, 이곳에서는 아름다운 형형색색의 베고니아 꽃들이 만발해 있는 베고니아 언덕, 미디어 파사드를 통한 무한 거울의 공간 미디어룸, 등나무와 수국이 화려하게 맞이하는 최고의 포토존 꽃들의 향연, 미러룸이 있다. 버드존에서는 자유롭게 활강하는 희귀 조류를 만나볼 수 있으며, 앵무새들에게 먹이 주기 체험도 가능하다. 
실내 온실뿐만 아니라 야외에의 3가지 테마의 주제정원은 사계절 각기 다른 개화 식물들의 매력을 볼 수 있는 앞뜰 정원과 알파카와 보어 염소와 친해질 수 있는 신비 정원, 물의 정원으로 조성되어 있다."
131810,28,가평베네스트 골프클럽,20041013090000,20260317101258,,,https://www.benestgolf.com,https://tong.visitkorea.or.kr/cms/resource/20/4002720_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/20/4002720_image3_1.JPG,Type3,,,41,820,LS,LS01,LS010400,,,,경기도 가평군 상면 둔덕말길 232,,12443,127.305446420872,37.7971307979864,6,"자연을 조각해 놓은 거장의 코스 가평베네스트 골프클럽은 사계절 자연의 다채로운 변화를 감상할 수 있는 뛰어난 조망과 하늘에 맞닿은 듯한 부드러운 산세, 계곡 사이에 머문 구름을 보는 것만으로도 가슴이 탁 트인다. 자연지형을 최대한 살려 섬세한 디자인을 바탕으로 메이플, 파인, 버치 3개 코스로 구성되어 있으며, 매 홀마다 세계적인 골프설계가 잭 니클라우스의 열정과 경륜을 느낄 수 있다. 넓은 페어웨이와 도전적인 벙커, 워터 해저드, 그리고 연못은 다양한 플레이를 요구하여 골퍼라면 누구나 도전하고 싶은 마음을 불러일으킨다."
