contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard
4025308,38,,,,,,,,,,,,,,,
4025309,38,,,,,,,,,,,,,,,
4025355,38,,,,,,,,,,,,,,,
4025356,38,,,,,,,,,,,,,,,
4025357,38,,,,,,,,,,,,,,,
4025041,38,,,,,,,,,,,,,,,
4026318,38,,,,,,,,,,,,,,,
4026212,38,,,,,,,,,,,,,,,
4026282,38,,,,,,,,,,,,,,,
4012018,38,,,,,,,,,,,,,,,
4010541,38,,,,,,,,,,,,,,,
4010582,38,,,,,,,,,,,,,,,
2931767,38,,,,,,,,,,,,,,,
2927270,38,,,,,,,,,,,,,,,
2931117,38,,,,,,,,,,,,,,,
4026279,38,,,,,,,,,,,,,,,
3307482,38,,,,,,,,,,,,,,,
4025346,38,,,,,,,,,,,,,,,
3306389,38,,,,,,,,,,,,,,,
125488,12,0,0,0,031-580-2114,,연중무휴,,,,,상시 개방,가능,,,
2876058,39,,,,,,,,,,,,,,,
2765575,39,,,,,,,,,,,,,,,
2863171,39,,,,,,,,,,,,,,,
2871441,39,,,,,,,,,,,,,,,
2927470,39,,,,,,,,,,,,,,,
2782725,12,0,0,0,0507-1364-5572,,매주 월요일 / 설·추석 당일,,,,,10:00~18:00,가능 (약 소형 100대 / 대형10대),,,
2872364,39,,,,,,,,,,,,,,,
130717,14,,,,,,,,,,,,,,,
2906450,38,,,,,,,,,,,,,,,
1870659,39,,,,,,,,,,,,,,,
2922496,38,,,,,,,,,,,,,,,
2904386,38,,,,,,,,,,,,,,,
4011928,38,,,,,,,,,,,,,,,
3018011,28,,,,,,,,,,,,,,,
3307102,38,,,,,,,,,,,,,,,
1104215,12,0,0,0,가평군청 복지기획팀 031-580-2212,,연중무휴,,,,,상시 개방,가능,,,
3355614,39,,,,,,,,,,,,,,,
2863143,39,,,,,,,,,,,,,,,
2891412,39,,,,,,,,,,,,,,,
2853591,39,,,,,,,,,,,,,,,
2874764,39,,,,,,,,,,,,,,,
2851794,39,,,,,,,,,,,,,,,
2774723,12,0,0,0,031-857-5557,,연중무휴,"소녀 축제 / 여름 축제 / 가을 축제, 겨울 축제 <br>
※자세한 내용은 홈페이지 참조",,,,"- 6월~9월  11:00~21:30<br>
- 10월~5월 11:00~21:00<br>
- 10월 주말 11:00~21:30<br>
- 입장 마감 20:00",가능,없음,,
2830315,39,,,,,,,,,,,,,,,
4025028,38,,,,,,,,,,,,,,,
2860371,39,,,,,,,,,,,,,,,
2831596,39,,,,,,,,,,,,,,,
2906488,39,,,,,,,,,,,,,,,
3519254,12,0,0,0,의정부시 도시정원과 031-828-4054,,연중무휴,,,,,상시 개방,불가능,,,
3472907,12,0,0,0,0507-1329-1725,,연중무휴,수제 비누 만들기,,,,10:00~19:00,가능,,,
2830506,39,,,,,,,,,,,,,,,
2734893,14,,,,,,,,,,,,,,,
2500687,12,0,0,0,남양주시 하천공원관리과 031-590-8634,,연중무휴,,,,,상시 개방,가능,,,
2734937,12,0,0,0,남양주시 공원관리과 031-590-2855,,연중무휴,,,,,상시 개방,가능,,,
2772196,12,0,0,0,031-590-2855,,연중무휴,,,,,상시 개방,가능,,,
2892005,39,,,,,,,,,,,,,,,
2876998,39,,,,,,,,,,,,,,,
2852909,39,,,,,,,,,,,,,,,
2759876,39,,,,,,,,,,,,,,,
4012031,38,,,,,,,,,,,,,,,
2907796,38,,,,,,,,,,,,,,,
4026937,38,,,,,,,,,,,,,,,
4025358,38,,,,,,,,,,,,,,,
4026351,38,,,,,,,,,,,,,,,
2877427,39,,,,,,,,,,,,,,,
4026283,38,,,,,,,,,,,,,,,
2853465,39,,,,,,,,,,,,,,,
2931833,38,,,,,,,,,,,,,,,
2906175,38,,,,,,,,,,,,,,,
2923174,38,,,,,,,,,,,,,,,
2928830,38,,,,,,,,,,,,,,,
2927464,38,,,,,,,,,,,,,,,
3306758,38,,,,,,,,,,,,,,,
2909074,38,,,,,,,,,,,,,,,
4026306,38,,,,,,,,,,,,,,,
2924885,38,,,,,,,,,,,,,,,
2908568,38,,,,,,,,,,,,,,,
4025284,38,,,,,,,,,,,,,,,
4010444,38,,,,,,,,,,,,,,,
4026319,38,,,,,,,,,,,,,,,
4008122,38,,,,,,,,,,,,,,,
1799818,39,,,,,,,,,,,,,,,
2868404,39,,,,,,,,,,,,,,,
3444121,39,,,,,,,,,,,,,,,
3008309,39,,,,,,,,,,,,,,,
2830203,39,,,,,,,,,,,,,,,
3017953,28,,,,,,,,,,,,,,,
1032289,12,0,0,0,031-848-8523,2009년 10월 23일,연중무휴,다식만들기 / 한과만들기 / 떡만들기,,,,10:30~21:00,가능,,,
2831058,39,,,,,,,,,,,,,,,
2743822,28,,,,,,,,,,,,,,,
2843008,39,,,,,,,,,,,,,,,
2848222,39,,,,,,,,,,,,,,,
2782665,39,,,,,,,,,,,,,,,
2500685,12,0,0,0,010-2225-6641,,연중무휴,"딸기 체험 / 두부 만들기 /  농산물 수확체험 / 치유농업 프로그램 등<br>
※ 현지 사정에 따라 체험 프로그램 변동될 수 있으므로 사전 문의 요망",,,,프로그램별 상이함,가능,없음,,없음
2867840,39,,,,,,,,,,,,,,,
2833657,39,,,,,,,,,,,,,,,
133636,39,,,,,,,,,,,,,,,
125467,12,0,0,0,가평군청 산림과 031-580-2486,,연중무휴,,,,,상시 개방,,,,
2926904,39,,,,,,,,,,,,,,,
2759856,39,,,,,,,,,,,,,,,
2860388,39,,,,,,,,,,,,,,,
134224,39,,,,,,,,,,,,,,,
127959,12,0,0,0,031-584-0088,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),불가,,없음
231996,28,,,,,,,,,,,,,,,
1200932,12,0,0,0,031-582-0477,,연중무휴,템플스테이(체험형 / 휴식형 / 당일형),,,,상시 개방,가능,,,
2877012,39,,,,,,,,,,,,,,,
3343831,15,,,,,,,,,,,,,,,
2875421,39,,,,,,,,,,,,,,,
2891598,12,0,0,0,고양시농업기술센터 도시농업과 도시농업팀 031-8075-4271~5,,연중무휴,,,,,상시 개방,가능,,,
2891579,12,0,0,0,고양시 관광안내소 0507-1377-8396,,연중무휴,,,,,상시 개방,가능,,,
2857487,39,,,,,,,,,,,,,,,
4012027,38,,,,,,,,,,,,,,,
2874808,39,,,,,,,,,,,,,,,
2868398,39,,,,,,,,,,,,,,,
2867190,39,,,,,,,,,,,,,,,
1871302,32,,,,,,,,,,,,,,,
2901654,38,,,,,,,,,,,,,,,
3011053,12,0,0,0,010-5299-2944,,,,,,,- 입실 15:00<br>- 퇴실 11:00,가능<br>요금 (무료),,,
133152,39,,,,,,,,,,,,,,,
2830045,39,,,,,,,,,,,,,,,
2736422,39,,,,,,,,,,,,,,,
2772187,12,0,0,0,010-9427-8435,,매주 월요일,딸기 체험 / 딸기잼만들기 체험 등,24개월 이상,,,"[화요일~금요일]<BR>
- 10:30~16:00<BR>
[주말]<BR>
- 11:00~16:00<BR>
- 준비시간 13:00~14:00",가능,없음,,없음
2874908,39,,,,,,,,,,,,,,,
3079601,12,0,0,0,,,연중무휴,,,,,"[와일드 가든 / 힐링산책로 / 알파와 앵무]<br>
- 하절기(3월~10월) 09:00~19:00<br>
- 동절기(11월~2월) 09:00~18:00<br>
[별빛정원]<br>
18:00~22:00<br>
※ 기타 자세한 내용은 홈페이지 참조",가능<br>요금 (무료),,,
3306868,38,,,,,,,,,,,,,,,
2940879,39,,,,,,,,,,,,,,,
2875456,39,,,,,,,,,,,,,,,
2654582,39,,,,,,,,,,,,,,,
3485238,32,,,,,,,,,,,,,,,
3485420,32,,,,,,,,,,,,,,,
3485478,32,,,,,,,,,,,,,,,
3483408,32,,,,,,,,,,,,,,,
2862590,39,,,,,,,,,,,,,,,
2807810,39,,,,,,,,,,,,,,,
2862611,39,,,,,,,,,,,,,,,
2736386,14,,,,,,,,,,,,,,,
2867251,39,,,,,,,,,,,,,,,
2874829,39,,,,,,,,,,,,,,,
1314565,38,,,,,,,,,,,,,,,
2868392,39,,,,,,,,,,,,,,,
2569487,12,0,0,0,파주시청 문화예술과 031-940-5831,,연중무휴,,,,,상시 개방,가능,없음,,없음
4026305,38,,,,,,,,,,,,,,,
4026209,38,,,,,,,,,,,,,,,
2907306,38,,,,,,,,,,,,,,,
2925883,38,,,,,,,,,,,,,,,
3305714,38,,,,,,,,,,,,,,,
2930920,38,,,,,,,,,,,,,,,
4025335,38,,,,,,,,,,,,,,,
2852944,39,,,,,,,,,,,,,,,
2860054,39,,,,,,,,,,,,,,,
2930322,12,0,0,0,010-2507-2224,,- 애견호텔 연중무휴- 애견유치원 매주 토요일~일요일 / 법정공휴일※ 애견 수영장은 여름시즌에만 개장함으로 자세한 사항은 홈페이지 참조 및 전화 문의 요망,,,,,09:00~19:00,가능,,,가능
2860036,39,,,,,,,,,,,,,,,
2833366,39,,,,,,,,,,,,,,,
2767526,39,,,,,,,,,,,,,,,
2569507,12,0,0,0,031-953-0409,,"월요일, 주중 공휴일",,,,,09:00~18:00,,,,
127519,12,0,0,0,"도라산역 031-953-3334
철도고객센터 1544-7788",,연중무휴,"DMZ연계견학
※ 민통선 여부 ○ (신분증 지참)",,1회 300명,,08:50~16:20,가능,,,
252560,12,0,0,0,"DMZ 평화관광 매표소 031-954-0303 / 031-954-0640<br>
DMZ 평화관광 안내 031-953-4744 / 031-950-1974",,"매주 월요일 / 주중 공휴일  / 설·추석 당일<br>※ DMZ 안보위협, 기상악화, 안전 확보 상황 발생 시 모든 일정이 중단될 수 있음",,,,,"[DMZ 평화관광 현장매표 및 예약발권]<br>
09:00~14:30<br>
※ 자세한 사항은 홈페이지 참조 또는 전화 문의 요망",가능,,,
3018715,12,0,0,0,고양시청 푸른도시사업소 031-8075-4323,,연중무휴,,,,,상시 개방,가능,,,
1201432,12,0,0,0,가평역 관광안내소 031-582-8830,,연중무휴,,,,,상시 개방,가능,,,
2852982,39,,,,,,,,,,,,,,,
2752705,12,0,0,0,031-533-8815,,연중무휴,,,,,상시 개방,가능,없음,,없음
2873768,39,,,,,,,,,,,,,,,
2748342,12,0,0,0,031-8082-7311,상시 개방,연중무휴,,,,,상시,가능,없음,,없음
2829419,39,,,,,,,,,,,,,,,
2792564,28,,,,,,,,,,,,,,,
2781458,28,,,,,,,,,,,,,,,
612862,12,0,0,0,구리시청 문화예술과 031-550-8355,,점포 별로 상이함,,,,,점포 별로 상이함,가능,,,
2852926,39,,,,,,,,,,,,,,,
2784077,39,,,,,,,,,,,,,,,
2948061,14,,,,,,,,,,,,,,,
2011963,39,,,,,,,,,,,,,,,
2829372,39,,,,,,,,,,,,,,,
1957487,12,0,0,0,문화특구팀 031-860-2275,,연중무휴,,,,,상시 개방,가능,없음,,없음
132744,38,,,,,,,,,,,,,,,
1897900,14,,,,,,,,,,,,,,,
129860,14,,,,,,,,,,,,,,,
2661425,12,0,0,0,031-860-3257,,"매주 월요일(단, 월요일이 공휴일인 경우 익일 휴장)<br>※ 성수기(7월~8월)에는 연중무휴","산림치유 프로그램 / 숲체험 프로그램 / 목공체험 프로그램 등<br>
※ 자세한 사항은 홈페이지 참조 요망",유아 이상 가능,,,"[자연휴양림] 09:00~18:00<br>
[숙박시설] 15:00~익일 11:00",가능,없음,,없음
2736433,38,,,,,,,,,,,,,,,
2616251,12,0,0,0,연천 한탄강지질공원 031-839-2277,,연중무휴,,,,,상시 개방,,,,
2833669,39,,,,,,,,,,,,,,,
126820,12,0,0,0,연청군청 관광과 031-839-2061,,연중무휴※ 자세한 사항은 전화문의 요망,,,,,상시 개방※ 자세한 사항은 전화문의 요망,가능,,,
2735286,12,0,0,0,031-834-7000,,7월~8월,,,,,00:00-24:00,가능 (300여대 가능),없음,,없음
2469472,39,,,,,,,,,,,,,,,
3085278,28,,,,,,,,,,,,,,,
132577,38,,,,,,,,,,,,,,,
134944,39,,,,,,,,,,,,,,,
3033376,28,,,,,,,,,,,,,,,
4002655,38,,,,,,,,,,,,,,,
2876761,39,,,,,,,,,,,,,,,
2830109,39,,,,,,,,,,,,,,,
2839624,39,,,,,,,,,,,,,,,
130417,14,,,,,,,,,,,,,,,
3112269,15,,,,,,,,,,,,,,,
2764961,12,0,0,0,031-855-8515,상시 개장,매주 월요일,운영이 끝나면 장흥자동차 극장으로 운영입장료를 내면 키즈플레이파크 시설 종일 무료 이용,,,,평일 10:30~18:00주말 10:00~18:00,"가능평일 무료, 토/일/공휴일 3,000원",없음,,가능
2873677,39,,,,,,,,,,,,,,,
2900598,39,,,,,,,,,,,,,,,
2847343,39,,,,,,,,,,,,,,,
615509,39,,,,,,,,,,,,,,,
2855579,39,,,,,,,,,,,,,,,
2842152,39,,,,,,,,,,,,,,,
2911470,38,,,,,,,,,,,,,,,
2931730,38,,,,,,,,,,,,,,,
3306600,38,,,,,,,,,,,,,,,
2902974,38,,,,,,,,,,,,,,,
2783320,39,,,,,,,,,,,,,,,
3113995,15,,,,,,,,,,,,,,,
2853441,39,,,,,,,,,,,,,,,
2852994,39,,,,,,,,,,,,,,,
2875501,39,,,,,,,,,,,,,,,
2838402,39,,,,,,,,,,,,,,,
2832112,39,,,,,,,,,,,,,,,
2654539,12,0,0,0,010-2684-7956,월~토요일 11:00~18:00<br>일요일 14:30~18:00,매주 월요일,쿠킹클래스 / 수확체험 / 만들기체험 등,,,,"[화요일~토요일]<br>- 11:00~17:30<br>- 준비 시간 12:00~13:00<br>
[일요일]<br>- 14:30~17:30",가능,,,
2854556,39,,,,,,,,,,,,,,,
2855806,39,,,,,,,,,,,,,,,
2924574,38,,,,,,,,,,,,,,,
4025130,38,,,,,,,,,,,,,,,
2929825,38,,,,,,,,,,,,,,,
3307518,38,,,,,,,,,,,,,,,
4011945,38,,,,,,,,,,,,,,,
3305783,38,,,,,,,,,,,,,,,
4011948,38,,,,,,,,,,,,,,,
4011942,38,,,,,,,,,,,,,,,
2816163,39,,,,,,,,,,,,,,,
2872335,39,,,,,,,,,,,,,,,
131339,28,,,,,,,,,,,,,,,
1219879,39,,,,,,,,,,,,,,,
2870308,39,,,,,,,,,,,,,,,
1208202,39,,,,,,,,,,,,,,,
2862634,39,,,,,,,,,,,,,,,
2918574,38,,,,,,,,,,,,,,,
2918544,38,,,,,,,,,,,,,,,
2873651,39,,,,,,,,,,,,,,,
2930546,38,,,,,,,,,,,,,,,
2829105,39,,,,,,,,,,,,,,,
2925839,38,,,,,,,,,,,,,,,
2892029,39,,,,,,,,,,,,,,,
4010635,38,,,,,,,,,,,,,,,
4025311,38,,,,,,,,,,,,,,,
4026327,38,,,,,,,,,,,,,,,
4010652,38,,,,,,,,,,,,,,,
4012017,38,,,,,,,,,,,,,,,
4010521,38,,,,,,,,,,,,,,,
4011947,38,,,,,,,,,,,,,,,
4012021,38,,,,,,,,,,,,,,,
2830034,39,,,,,,,,,,,,,,,
2894612,38,,,,,,,,,,,,,,,
3306436,38,,,,,,,,,,,,,,,
2842122,39,,,,,,,,,,,,,,,
4012019,38,,,,,,,,,,,,,,,
4026211,38,,,,,,,,,,,,,,,
2931736,38,,,,,,,,,,,,,,,
4010426,38,,,,,,,,,,,,,,,
2911607,38,,,,,,,,,,,,,,,
2851816,39,,,,,,,,,,,,,,,
2853195,39,,,,,,,,,,,,,,,
3091337,32,,,,,,,,,,,,,,,
2851828,39,,,,,,,,,,,,,,,
1144856,38,,,,,,,,,,,,,,,
2830048,39,,,,,,,,,,,,,,,
4025116,38,,,,,,,,,,,,,,,
2930406,38,,,,,,,,,,,,,,,
2894965,38,,,,,,,,,,,,,,,
2930521,38,,,,,,,,,,,,,,,
2868349,39,,,,,,,,,,,,,,,
2904566,38,,,,,,,,,,,,,,,
2862253,39,,,,,,,,,,,,,,,
2922538,38,,,,,,,,,,,,,,,
3306344,38,,,,,,,,,,,,,,,
4011074,38,,,,,,,,,,,,,,,
2916073,38,,,,,,,,,,,,,,,
4010427,38,,,,,,,,,,,,,,,
2877454,39,,,,,,,,,,,,,,,
2866727,39,,,,,,,,,,,,,,,
2907639,38,,,,,,,,,,,,,,,
2903021,38,,,,,,,,,,,,,,,
2925841,38,,,,,,,,,,,,,,,
2909549,38,,,,,,,,,,,,,,,
3306330,38,,,,,,,,,,,,,,,
2925692,38,,,,,,,,,,,,,,,
4012033,38,,,,,,,,,,,,,,,
2925685,38,,,,,,,,,,,,,,,
2922805,38,,,,,,,,,,,,,,,
4025339,38,,,,,,,,,,,,,,,
2829956,39,,,,,,,,,,,,,,,
2798801,39,,,,,,,,,,,,,,,
2855836,39,,,,,,,,,,,,,,,
4012024,38,,,,,,,,,,,,,,,
2781807,39,,,,,,,,,,,,,,,
2918421,32,,,,,,,,,,,,,,,
3015799,28,,,,,,,,,,,,,,,
3532570,32,,,,,,,,,,,,,,,
2855852,39,,,,,,,,,,,,,,,
4010526,38,,,,,,,,,,,,,,,
2894996,38,,,,,,,,,,,,,,,
2894982,38,,,,,,,,,,,,,,,
3018677,28,,,,,,,,,,,,,,,
2829428,39,,,,,,,,,,,,,,,
2927068,38,,,,,,,,,,,,,,,
2877347,39,,,,,,,,,,,,,,,
2851676,39,,,,,,,,,,,,,,,
2894466,38,,,,,,,,,,,,,,,
4011075,38,,,,,,,,,,,,,,,
2894595,38,,,,,,,,,,,,,,,
2911495,38,,,,,,,,,,,,,,,
2908596,38,,,,,,,,,,,,,,,
4054300,38,,,,,,,,,,,,,,,
2901424,38,,,,,,,,,,,,,,,
2916347,38,,,,,,,,,,,,,,,
1562538,38,,,,,,,,,,,,,,,
4054296,38,,,,,,,,,,,,,,,
4026210,38,,,,,,,,,,,,,,,
2912393,38,,,,,,,,,,,,,,,
2913923,38,,,,,,,,,,,,,,,
2923799,38,,,,,,,,,,,,,,,
4025359,38,,,,,,,,,,,,,,,
2922939,38,,,,,,,,,,,,,,,
2923935,38,,,,,,,,,,,,,,,
2922787,38,,,,,,,,,,,,,,,
4010366,38,,,,,,,,,,,,,,,
4026207,38,,,,,,,,,,,,,,,
2913930,38,,,,,,,,,,,,,,,
4025354,38,,,,,,,,,,,,,,,
2913973,38,,,,,,,,,,,,,,,
2912396,38,,,,,,,,,,,,,,,
2930418,38,,,,,,,,,,,,,,,
4025095,38,,,,,,,,,,,,,,,
4025038,38,,,,,,,,,,,,,,,
2831076,39,,,,,,,,,,,,,,,
2912375,38,,,,,,,,,,,,,,,
2748389,28,,,,,,,,,,,,,,,
2873588,39,,,,,,,,,,,,,,,
2893601,32,,,,,,,,,,,,,,,
4010581,38,,,,,,,,,,,,,,,
2931557,38,,,,,,,,,,,,,,,
4010486,38,,,,,,,,,,,,,,,
2925584,38,,,,,,,,,,,,,,,
2929204,38,,,,,,,,,,,,,,,
3307493,38,,,,,,,,,,,,,,,
2876092,39,,,,,,,,,,,,,,,
2918529,38,,,,,,,,,,,,,,,
2918576,38,,,,,,,,,,,,,,,
2850798,39,,,,,,,,,,,,,,,
2874915,39,,,,,,,,,,,,,,,
2831089,39,,,,,,,,,,,,,,,
2930856,38,,,,,,,,,,,,,,,
2923194,38,,,,,,,,,,,,,,,
2912009,38,,,,,,,,,,,,,,,
3305521,38,,,,,,,,,,,,,,,
2930531,38,,,,,,,,,,,,,,,
2911613,38,,,,,,,,,,,,,,,
3305319,38,,,,,,,,,,,,,,,
4025340,38,,,,,,,,,,,,,,,
2826827,39,,,,,,,,,,,,,,,
2930876,38,,,,,,,,,,,,,,,
2928234,38,,,,,,,,,,,,,,,
2765264,39,,,,,,,,,,,,,,,
2925084,39,,,,,,,,,,,,,,,
2904025,38,,,,,,,,,,,,,,,
2875566,39,,,,,,,,,,,,,,,
2925762,38,,,,,,,,,,,,,,,
4012035,38,,,,,,,,,,,,,,,
2877376,39,,,,,,,,,,,,,,,
4026332,38,,,,,,,,,,,,,,,
4026308,38,,,,,,,,,,,,,,,
4025033,38,,,,,,,,,,,,,,,
4026320,38,,,,,,,,,,,,,,,
2830079,39,,,,,,,,,,,,,,,
1960242,38,,,,,,,,,,,,,,,
2915566,38,,,,,,,,,,,,,,,
4010479,38,,,,,,,,,,,,,,,
2855238,39,,,,,,,,,,,,,,,
3306871,38,,,,,,,,,,,,,,,
3018017,12,0,0,0,하천공원팀 031-590-8634,,연중무휴,,,,,상시 개방,가능,,,
2873556,39,,,,,,,,,,,,,,,
2713757,12,0,0,0,031-532-1779,1999년,연중무휴,,,,,09:00~18:00,가능,,,
2831040,39,,,,,,,,,,,,,,,
2926630,38,,,,,,,,,,,,,,,
2926616,38,,,,,,,,,,,,,,,
3014207,12,0,0,0,031-511-9284,,"매주 월요일~화요일 (단, 월요일과 화요일이 법정공휴일이면 정상 영업)",물레체험 / 물레수업 등,,,,11:00~20:00,가능,,,
2924561,38,,,,,,,,,,,,,,,
4010531,38,,,,,,,,,,,,,,,
2853447,39,,,,,,,,,,,,,,,
2764930,12,0,0,0,010-4124-9823,,,,,,,일출 시~18:00,가능,없음,,없음
750804,12,0,0,0,031-950-1941,,연중무휴,,,,,"- 하절기(3월~10월) 09:00~19:30 <br>
- 동절기(11월~2월) 09:00~17:30",가능,,,
2633942,12,0,0,0,031-950-1901,,연중무휴,,,,,[11월~2월]09:00~17:00[3월~4월]09:00~18:00[5월~10월]09:00~20:00,가능,,,
2904336,38,,,,,,,,,,,,,,,
2912453,38,,,,,,,,,,,,,,,
2902413,38,,,,,,,,,,,,,,,
2733832,14,,,,,,,,,,,,,,,
2923990,38,,,,,,,,,,,,,,,
2930909,38,,,,,,,,,,,,,,,
3306407,38,,,,,,,,,,,,,,,
2831041,39,,,,,,,,,,,,,,,
2853567,39,,,,,,,,,,,,,,,
2736411,39,,,,,,,,,,,,,,,
2804348,39,,,,,,,,,,,,,,,
3018573,28,,,,,,,,,,,,,,,
4010513,38,,,,,,,,,,,,,,,
4025347,38,,,,,,,,,,,,,,,
2853326,39,,,,,,,,,,,,,,,
2903545,38,,,,,,,,,,,,,,,
2569484,12,0,0,0,031-839-2375,,연중무휴,,,,,상시 개방,가능,없음,,없음
127029,12,0,0,0,031-873-7744,,연중무휴,,,,,상시 개방,가능,,,
2835922,39,,,,,,,,,,,,,,,
2925643,38,,,,,,,,,,,,,,,
3306723,38,,,,,,,,,,,,,,,
3085045,14,,,,,,,,,,,,,,,
2930661,38,,,,,,,,,,,,,,,
2832424,39,,,,,,,,,,,,,,,
2908897,38,,,,,,,,,,,,,,,
2836681,39,,,,,,,,,,,,,,,
2839659,39,,,,,,,,,,,,,,,
2924567,38,,,,,,,,,,,,,,,
2893558,39,,,,,,,,,,,,,,,
2909830,38,,,,,,,,,,,,,,,
4011953,38,,,,,,,,,,,,,,,
3348137,32,,,,,,,,,,,,,,,
2830484,39,,,,,,,,,,,,,,,
3079808,14,,,,,,,,,,,,,,,
2858460,39,,,,,,,,,,,,,,,
2738661,39,,,,,,,,,,,,,,,
2869416,39,,,,,,,,,,,,,,,
2998578,39,,,,,,,,,,,,,,,
2782701,39,,,,,,,,,,,,,,,
2830096,39,,,,,,,,,,,,,,,
2875589,39,,,,,,,,,,,,,,,
3102116,32,,,,,,,,,,,,,,,
125469,12,0,0,0,031-538-3342,,연중무휴,,,,,상시 개방,가능,없음,,없음
3011204,12,0,0,0,포천시 산림과 031-538-3342,,연중무휴,,,,,상시 개방,가능,,,
134595,39,,,,,,,,,,,,,,,
2838041,39,,,,,,,,,,,,,,,
125493,12,0,0,0,031-580-2114,,연중무휴,,,,,상시 개방,가능,,,
127806,12,0,0,0,가평군 산림과 031-580-2486,,※ 기상여건에 따라 출입통제 가능,,,,연중개방,상시 개방,가능,없음,,없음
1200255,14,,,,,,,,,,,,,,,
1210331,39,,,,,,,,,,,,,,,
134510,39,,,,,,,,,,,,,,,
2853948,39,,,,,,,,,,,,,,,
2853371,39,,,,,,,,,,,,,,,
2902989,38,,,,,,,,,,,,,,,
3354991,39,,,,,,,,,,,,,,,
2841498,39,,,,,,,,,,,,,,,
129770,14,,,,,,,,,,,,,,,
2892056,39,,,,,,,,,,,,,,,
3006242,28,,,,,,,,,,,,,,,
988016,12,0,0,0,010-7176-6480,,매주 월요일,사료주기 / 송아지 우유주기 / 아이스크림 만들기 / 치즈 만들기 등,,최대 150~200명,,10:00~16:00,가능,,,
3452653,39,,,,,,,,,,,,,,,
2910769,38,,,,,,,,,,,,,,,
2782721,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2966354,12,0,0,0,010-4713-8694,,연중무휴,,,,,11:00~17:00※ 예약제로 운영되므로 방문 전 전화문의 요망,가능,,,
2851648,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2877476,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2931416,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2922909,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2931500,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2782542,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3534432,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2873529,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135253,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2911593,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1213516,12,0,0,0,031-592-0088,,"매주 월요일 ※ 단, 공휴일인 경우 익일 휴관",,,,,09:00~18:00 (입장 마감 17:30),가능,,,
125483,12,0,0,0,가평군 산림휴양팀 031-580-2486,,연중무휴,,,,,,,없음,,
4010644,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2926378,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2874934,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304812,12,0,0,0,031-577-1761~2,,연중무휴,템플스테이,,,,08:00~17:00,가능,없음,,
2765241,12,0,0,0,남양주시청 문화관광과 031-590-4783,,연중무휴,,,,,상시 개방,가능,없음,,
4025348,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304813,12,0,0,0,고양관광정보센터 031-905-8396,,연중무휴,,,,,상시 개방,가능,,,
2842331,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2783378,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3012037,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3083090,32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1200089,12,0,0,0,가평역 관광안내소 031-582-8830,,연중무휴,,,,,상시 개방,불가능,,,
2773369,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2569450,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3565296,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2859801,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2765102,38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2853314,39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
